epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population_2019,is_last,is_repeated
27,2020-07-01,77,AL,União dos Palmares,2709301,city,500,762.06734,0,19,0,0.038,65611,False,True
27,2020-07-01,75,AL,Viçosa,2709400,city,143,555.70668,0,2,0,0.014,25733,False,True
27,2020-07-01,116,AL,,27,state,36819,1103.23828,857,1072,20,0.0291,3337357,True,False
27,2020-07-01,59,AM,Alvarães,1300029,city,964,6009.6004,0,13,0,0.0135,16041,False,True
27,2020-07-01,69,AM,Amaturá,1300060,city,415,3597.43412,0,8,0,0.0193,11536,False,True
27,2020-07-01,79,AM,Anamã,1300086,city,292,2144.85089,0,0,0,0.0,13614,False,True
27,2020-07-01,95,AM,Anori,1300102,city,566,2693.95526,0,10,0,0.0177,21010,False,True
27,2020-07-01,55,AM,Apuí,1300144,city,42,191.14368,0,0,0,0.0,21973,False,True
27,2020-07-01,63,AM,Atalaia do Norte,1300201,city,509,2555.09262,0,2,0,0.0039,19921,False,True
27,2020-07-01,73,AM,Autazes,1300300,city,965,2439.02439,0,27,0,0.028,39565,False,True
27,2020-07-01,71,AM,Barcelos,1300409,city,907,3297.94197,0,22,0,0.0243,27502,False,True
27,2020-07-01,61,AM,Barreirinha,1300508,city,613,1913.17375,0,7,0,0.0114,32041,False,True
27,2020-07-01,71,AM,Benjamin Constant,1300607,city,1458,3391.9598,0,27,0,0.0185,42984,False,True
27,2020-07-01,72,AM,Beruri,1300631,city,431,2190.15194,0,6,0,0.0139,19679,False,True
27,2020-07-01,60,AM,Boa Vista do Ramos,1300680,city,214,1114.17712,0,2,0,0.0093,19207,False,True
27,2020-07-01,98,AM,Boca do Acre,1300706,city,627,1827.56208,0,10,0,0.0159,34308,False,True
27,2020-07-01,66,AM,Borba,1300805,city,446,1083.54996,0,18,0,0.0404,41161,False,True
27,2020-07-01,69,AM,Caapiranga,1300839,city,148,1131.41197,0,4,0,0.027,13081,False,True
27,2020-07-01,74,AM,Canutama,1300904,city,89,569.45422,0,0,0,0.0,15629,False,True
27,2020-07-01,77,AM,Carauari,1301001,city,513,1813.10525,0,6,0,0.0117,28294,False,True
27,2020-07-01,82,AM,Careiro,1301100,city,922,2434.70913,0,13,0,0.0141,37869,False,True
27,2020-07-01,93,AM,Careiro da Várzea,1301159,city,78,258.06452,0,4,0,0.0513,30225,False,True
27,2020-07-01,76,AM,Coari,1301209,city,3767,4426.71305,0,84,0,0.0223,85097,False,True
27,2020-07-01,69,AM,Codajás,1301308,city,147,513.32193,0,3,0,0.0204,28637,False,True
27,2020-07-01,62,AM,Eirunepé,1301407,city,466,1321.12381,0,0,0,0.0,35273,False,True
27,2020-07-01,69,AM,Fonte Boa,1301605,city,564,3202.9076,0,16,0,0.0284,17609,False,True
27,2020-07-01,49,AM,Guajará,1301654,city,430,2578.24679,0,1,0,0.0023,16678,False,True
27,2020-07-01,67,AM,Humaitá,1301704,city,767,1392.51997,0,18,0,0.0235,55080,False,True
27,2020-07-01,35,AM,Ipixuna,1301803,city,4,13.473,0,0,0,0.0,29689,False,True
27,2020-07-01,88,AM,Iranduba,1301852,city,1224,2534.37138,0,41,0,0.0335,48296,False,True
27,2020-07-01,95,AM,Itacoatiara,1301902,city,1478,1458.49986,0,53,0,0.0359,101337,False,True
27,2020-07-01,50,AM,Itamarati,1301951,city,329,4190.54897,0,2,0,0.0061,7851,False,True
27,2020-07-01,67,AM,Itapiranga,1302009,city,514,5618.71447,0,6,0,0.0117,9148,False,True
27,2020-07-01,52,AM,Japurá,1302108,city,269,9764.06534,0,1,0,0.0037,2755,False,True
27,2020-07-01,74,AM,Juruá,1302207,city,230,1563.34965,0,2,0,0.0087,14712,False,True
27,2020-07-01,87,AM,Jutaí,1302306,city,260,1816.02291,0,14,0,0.0538,14317,False,True
27,2020-07-01,79,AM,Lábrea,1302405,city,519,1126.57101,0,7,0,0.0135,46069,False,True
27,2020-07-01,97,AM,Manacapuru,1302504,city,3134,3218.41913,0,125,0,0.0399,97377,False,True
27,2020-07-01,70,AM,Manaquiri,1302553,city,266,828.53138,0,12,0,0.0451,32105,False,True
27,2020-07-01,111,AM,Manaus,1302603,city,27169,1244.70682,0,1790,0,0.0659,2182763,False,True
27,2020-07-01,85,AM,Manicoré,1302702,city,218,391.02438,0,4,0,0.0183,55751,False,True
27,2020-07-01,71,AM,Maraã,1302801,city,205,1124.89025,0,3,0,0.0146,18224,False,True
27,2020-07-01,83,AM,Maués,1302900,city,987,1544.48009,0,31,0,0.0314,63905,False,True
27,2020-07-01,70,AM,Nhamundá,1303007,city,153,722.61843,0,5,0,0.0327,21173,False,True
27,2020-07-01,71,AM,Nova Olinda do Norte,1303106,city,496,1326.98379,0,20,0,0.0403,37378,False,True
27,2020-07-01,94,AM,Novo Airão,1303205,city,215,1105.17117,0,6,0,0.0279,19454,False,True
27,2020-07-01,69,AM,Novo Aripuanã,1303304,city,410,1598.81454,0,9,0,0.022,25644,False,True
27,2020-07-01,102,AM,Parintins,1303403,city,2550,2231.49825,0,78,0,0.0306,114273,False,True
27,2020-07-01,53,AM,Pauini,1303502,city,474,2440.02883,0,4,0,0.0084,19426,False,True
27,2020-07-01,85,AM,Presidente Figueiredo,1303536,city,1069,2946.60823,0,20,0,0.0187,36279,False,True
27,2020-07-01,71,AM,Rio Preto da Eva,1303569,city,651,1952.1996,0,13,0,0.02,33347,False,True
27,2020-07-01,75,AM,Santa Isabel do Rio Negro,1303601,city,299,1188.58324,0,5,0,0.0167,25156,False,True
27,2020-07-01,98,AM,Santo Antônio do Içá,1303700,city,1000,4629.201,0,19,0,0.019,21602,False,True
27,2020-07-01,87,AM,São Gabriel da Cachoeira,1303809,city,2703,5932.31499,0,44,0,0.0163,45564,False,True
27,2020-07-01,86,AM,São Paulo de Olivença,1303908,city,651,1656.5307,0,18,0,0.0276,39299,False,True
27,2020-07-01,68,AM,São Sebastião do Uatumã,1303957,city,230,1640.51355,0,1,0,0.0043,14020,False,True
27,2020-07-01,69,AM,Silves,1304005,city,161,1755.53375,0,4,0,0.0248,9171,False,True
27,2020-07-01,85,AM,Tabatinga,1304062,city,1417,2152.05638,0,74,0,0.0522,65844,False,True
27,2020-07-01,69,AM,Tapauá,1304104,city,677,3946.14129,0,3,0,0.0044,17156,False,True
27,2020-07-01,83,AM,Tefé,1304203,city,2784,4651.7068,0,79,0,0.0284,59849,False,True
27,2020-07-01,91,AM,Tonantins,1304237,city,463,2468.67502,0,14,0,0.0302,18755,False,True
27,2020-07-01,48,AM,Uarini,1304260,city,509,3759.23191,0,6,0,0.0118,13540,False,True
27,2020-07-01,68,AM,Urucará,1304302,city,364,2239.17323,0,5,0,0.0137,16256,False,True
27,2020-07-01,67,AM,Urucurituba,1304401,city,401,1738.56493,0,4,0,0.01,23065,False,True
27,2020-07-01,111,AM,,13,state,72284,1744.05376,1461,2843,20,0.0393,4144597,True,False
27,2020-07-01,67,AP,Amapá,1600105,city,334,3666.70326,0,4,0,0.012,9109,False,True
27,2020-07-01,62,AP,Calçoene,1600204,city,512,4605.55905,0,2,0,0.0039,11117,False,True
27,2020-07-01,58,AP,Cutias,1600212,city,490,8189.8713,0,2,0,0.0041,5983,False,True
27,2020-07-01,61,AP,Ferreira Gomes,1600238,city,288,3701.79949,0,2,0,0.0069,7780,False,True
27,2020-07-01,69,AP,Itaubal,1600253,city,163,2962.02072,0,0,0,0.0,5503,False,True
27,2020-07-01,78,AP,Laranjal do Jari,1600279,city,2817,5588.17695,0,40,0,0.0142,50410,False,True
27,2020-07-01,104,AP,Macapá,1600303,city,12995,2581.82057,0,256,0,0.0197,503327,False,True
27,2020-07-01,79,AP,Mazagão,1600402,city,902,4169.74852,0,6,0,0.0067,21632,False,True
27,2020-07-01,89,AP,Oiapoque,1600501,city,1526,5595.89292,0,11,0,0.0072,27270,False,True
27,2020-07-01,70,AP,Pedra Branca do Amapari,1600154,city,1967,11919.7673,0,5,0,0.0025,16502,False,True
27,2020-07-01,79,AP,Porto Grande,1600535,city,753,3427.245,0,6,0,0.008,21971,False,True
27,2020-07-01,58,AP,Pracuúba,1600550,city,165,3222.65625,0,2,0,0.0121,5120,False,True
27,2020-07-01,88,AP,Santana,1600600,city,3910,3221.71319,0,64,0,0.0164,121364,False,True
27,2020-07-01,71,AP,Serra do Navio,1600055,city,395,7318.88086,0,4,0,0.0101,5397,False,True
27,2020-07-01,67,AP,Tartarugalzinho,1600709,city,372,2148.42622,0,2,0,0.0054,17315,False,True
27,2020-07-01,79,AP,Vitória do Jari,1600808,city,903,5668.19409,0,11,0,0.0122,15931,False,True
27,2020-07-01,104,AP,,16,state,28927,3420.3547,435,420,3,0.0145,845731,True,False
27,2020-07-01,80,BA,Abaíra,2900108,city,7,80.1007,0,0,0,0.0,8739,False,True
27,2020-07-01,48,BA,Abaré,2900207,city,2,9.95718,0,0,0,0.0,20086,False,True
27,2020-07-01,71,BA,Acajutiba,2900306,city,23,151.72505,0,1,0,0.0435,15159,False,True
27,2020-07-01,89,BA,Adustina,2900355,city,25,146.71362,0,1,0,0.04,17040,False,True
27,2020-07-01,72,BA,Água Fria,2900405,city,31,182.67531,0,1,0,0.0323,16970,False,True
27,2020-07-01,77,BA,Aiquara,2900603,city,10,224.92128,0,1,0,0.1,4446,False,True
27,2020-07-01,98,BA,Alagoinhas,2900702,city,446,294.20301,0,8,0,0.0179,151596,False,True
27,2020-07-01,33,BA,Alcobaça,2900801,city,56,249.22118,0,1,0,0.0179,22470,False,True
27,2020-07-01,70,BA,Almadina,2900900,city,17,311.12738,0,1,0,0.0588,5464,False,True
27,2020-07-01,53,BA,Amargosa,2901007,city,33,88.61201,0,1,0,0.0303,37241,False,True
27,2020-07-01,77,BA,Amélia Rodrigues,2901106,city,85,338.61844,0,0,0,0.0,25102,False,True
27,2020-07-01,44,BA,América Dourada,2901155,city,16,99.41593,0,0,0,0.0,16094,False,True
27,2020-07-01,49,BA,Anagé,2901205,city,10,45.44422,0,1,0,0.1,22005,False,True
27,2020-07-01,30,BA,Andaraí,2901304,city,8,60.8689,0,0,0,0.0,13143,False,True
27,2020-07-01,19,BA,Andorinha,2901353,city,5,34.25831,0,0,0,0.0,14595,False,True
27,2020-07-01,23,BA,Angical,2901403,city,1,7.15461,0,0,0,0.0,13977,False,True
27,2020-07-01,53,BA,Anguera,2901502,city,28,249.53213,0,0,0,0.0,11221,False,True
27,2020-07-01,32,BA,Antas,2901601,city,5,25.91882,0,0,0,0.0,19291,False,True
27,2020-07-01,38,BA,Antônio Cardoso,2901700,city,11,94.1539,0,0,0,0.0,11683,False,True
27,2020-07-01,19,BA,Antônio Gonçalves,2901809,city,12,101.71215,0,0,0,0.0,11798,False,True
27,2020-07-01,42,BA,Aporá,2901908,city,37,208.67407,0,1,0,0.027,17731,False,True
27,2020-07-01,42,BA,Apuarema,2901957,city,37,504.7749,0,0,0,0.0,7330,False,True
27,2020-07-01,49,BA,Araças,2902054,city,5,41.06102,0,0,0,0.0,12177,False,True
27,2020-07-01,65,BA,Aracatu,2902005,city,15,114.19871,0,0,0,0.0,13135,False,True
27,2020-07-01,85,BA,Araci,2902104,city,210,386.17849,0,1,0,0.0048,54379,False,True
27,2020-07-01,30,BA,Aramari,2902203,city,6,52.64543,0,0,0,0.0,11397,False,True
27,2020-07-01,64,BA,Arataca,2902252,city,2,18.15047,0,0,0,0.0,11019,False,True
27,2020-07-01,35,BA,Aratuípe,2902302,city,1,11.33144,0,1,0,1.0,8825,False,True
27,2020-07-01,85,BA,Aurelino Leal,2902401,city,89,771.83245,0,1,0,0.0112,11531,False,True
27,2020-07-01,37,BA,Baianópolis,2902500,city,3,21.61851,0,0,0,0.0,13877,False,True
27,2020-07-01,13,BA,Baixa Grande,2902609,city,2,9.77135,0,0,0,0.0,20468,False,True
27,2020-07-01,48,BA,Banzaê,2902658,city,19,143.62386,0,0,0,0.0,13229,False,True
27,2020-07-01,93,BA,Barra,2902708,city,22,41.06163,0,0,0,0.0,53578,False,True
27,2020-07-01,25,BA,Barra da Estiva,2902807,city,2,9.70968,0,0,0,0.0,20598,False,True
27,2020-07-01,87,BA,Barra do Choça,2902906,city,32,101.25621,0,1,0,0.0312,31603,False,True
27,2020-07-01,41,BA,Barra do Mendes,2903003,city,2,14.42481,0,0,0,0.0,13865,False,True
27,2020-07-01,92,BA,Barra do Rocha,2903102,city,6,105.00525,0,0,0,0.0,5714,False,True
27,2020-07-01,102,BA,Barreiras,2903201,city,348,223.88204,0,5,0,0.0144,155439,False,True
27,2020-07-01,53,BA,Barrocas,2903276,city,36,225.3098,0,0,0,0.0,15978,False,True
27,2020-07-01,74,BA,Barro Preto,2903300,city,27,482.91898,0,0,0,0.0,5591,False,True
27,2020-07-01,91,BA,Belmonte,2903409,city,84,360.0823,0,1,0,0.0119,23328,False,True
27,2020-07-01,18,BA,Belo Campo,2903508,city,0,,0,0,0,0.0,17211,False,True
27,2020-07-01,39,BA,Biritinga,2903607,city,1,6.25821,0,0,0,0.0,15979,False,True
27,2020-07-01,27,BA,Boa Nova,2903706,city,1,7.91578,0,0,0,0.0,12633,False,True
27,2020-07-01,56,BA,Boa Vista do Tupim,2903805,city,6,32.29974,0,0,0,0.0,18576,False,True
27,2020-07-01,79,BA,Bom Jesus da Lapa,2903904,city,60,86.77041,0,0,0,0.0,69148,False,True
27,2020-07-01,38,BA,Bom Jesus da Serra,2903953,city,11,111.33603,0,0,0,0.0,9880,False,True
27,2020-07-01,27,BA,Boninal,2904001,city,4,27.83964,0,0,0,0.0,14368,False,True
27,2020-07-01,28,BA,Bonito,2904050,city,0,,0,0,0,0.0,16764,False,True
27,2020-07-01,50,BA,Boquira,2904100,city,14,65.09206,0,0,0,0.0,21508,False,True
27,2020-07-01,23,BA,Botuporã,2904209,city,0,,0,0,0,0.0,10211,False,True
27,2020-07-01,22,BA,Brejões,2904308,city,11,76.94998,0,0,0,0.0,14295,False,True
27,2020-07-01,27,BA,Brotas de Macaúbas,2904506,city,1,9.77422,0,0,0,0.0,10231,False,True
27,2020-07-01,101,BA,Brumado,2904605,city,180,267.87707,0,2,0,0.0111,67195,False,True
27,2020-07-01,77,BA,Buerarema,2904704,city,91,495.93983,0,5,0,0.0549,18349,False,True
27,2020-07-01,34,BA,Buritirama,2904753,city,29,136.96042,0,0,0,0.0,21174,False,True
27,2020-07-01,20,BA,Caatiba,2904803,city,43,636.28292,0,0,0,0.0,6758,False,True
27,2020-07-01,48,BA,Cabaceiras do Paraguaçu,2904852,city,14,74.44037,0,0,0,0.0,18807,False,True
27,2020-07-01,89,BA,Cachoeira,2904902,city,78,233.04452,0,1,0,0.0128,33470,False,True
27,2020-07-01,34,BA,Caculé,2905008,city,1,4.31593,0,1,0,1.0,23170,False,True
27,2020-07-01,45,BA,Caém,2905107,city,60,651.25366,0,0,0,0.0,9213,False,True
27,2020-07-01,67,BA,Caetanos,2905156,city,2,13.75327,0,0,0,0.0,14542,False,True
27,2020-07-01,44,BA,Caetité,2905206,city,44,86.31682,0,0,0,0.0,50975,False,True
27,2020-07-01,5,BA,Cafarnaum,2905305,city,3,16.27163,0,0,0,0.0,18437,False,True
27,2020-07-01,51,BA,Cairu,2905404,city,47,258.58275,0,1,0,0.0213,18176,False,True
27,2020-07-01,68,BA,Caldeirão Grande,2905503,city,33,247.61762,0,1,0,0.0303,13327,False,True
27,2020-07-01,83,BA,Camacan,2905602,city,297,928.47318,0,7,0,0.0236,31988,False,True
27,2020-07-01,104,BA,Camaçari,2905701,city,1386,463.3406,0,23,0,0.0166,299132,False,True
27,2020-07-01,67,BA,Camamu,2905800,city,77,218.03149,0,2,0,0.026,35316,False,True
27,2020-07-01,70,BA,Campo Alegre de Lourdes,2905909,city,35,121.53622,0,1,0,0.0286,28798,False,True
27,2020-07-01,87,BA,Campo Formoso,2906006,city,90,126.39384,0,0,0,0.0,71206,False,True
27,2020-07-01,99,BA,Canarana,2906204,city,22,84.04645,0,0,0,0.0,26176,False,True
27,2020-07-01,80,BA,Canavieiras,2906303,city,34,109.32827,0,2,0,0.0588,31099,False,True
27,2020-07-01,30,BA,Candeal,2906402,city,18,217.97045,0,0,0,0.0,8258,False,True
27,2020-07-01,93,BA,Candeias,2906501,city,658,755.66172,0,17,0,0.0258,87076,False,True
27,2020-07-01,33,BA,Candiba,2906600,city,12,83.80473,0,0,0,0.0,14319,False,True
27,2020-07-01,40,BA,Cândido Sales,2906709,city,87,345.38886,0,3,0,0.0345,25189,False,True
27,2020-07-01,83,BA,Cansanção,2906808,city,36,103.3473,0,2,0,0.0556,34834,False,True
27,2020-07-01,34,BA,Canudos,2906824,city,14,83.99328,0,1,0,0.0714,16668,False,True
27,2020-07-01,53,BA,Capela do Alto Alegre,2906857,city,14,120.30592,0,0,0,0.0,11637,False,True
27,2020-07-01,82,BA,Capim Grosso,2906873,city,94,306.56839,0,3,0,0.0319,30662,False,True
27,2020-07-01,37,BA,Caraíbas,2906899,city,3,33.51581,0,0,0,0.0,8951,False,True
27,2020-07-01,29,BA,Caravelas,2906907,city,39,177.1439,0,0,0,0.0,22016,False,True
27,2020-07-01,45,BA,Cardeal da Silva,2907004,city,7,75.30931,0,0,0,0.0,9295,False,True
27,2020-07-01,27,BA,Carinhanha,2907103,city,2,6.89227,0,0,0,0.0,29018,False,True
27,2020-07-01,34,BA,Casa Nova,2907202,city,91,126.44333,0,3,0,0.033,71969,False,True
27,2020-07-01,75,BA,Castro Alves,2907301,city,60,228.44959,0,1,0,0.0167,26264,False,True
27,2020-07-01,19,BA,Catolândia,2907400,city,1,27.95639,0,0,0,0.0,3577,False,True
27,2020-07-01,93,BA,Catu,2907509,city,290,530.12577,0,2,0,0.0069,54704,False,True
27,2020-07-01,33,BA,Central,2907608,city,0,,0,0,0,0.0,17266,False,True
27,2020-07-01,27,BA,Chorrochó,2907707,city,1,8.94694,0,0,0,0.0,11177,False,True
27,2020-07-01,35,BA,Cícero Dantas,2907806,city,33,101.49162,0,1,0,0.0303,32515,False,True
27,2020-07-01,39,BA,Cipó,2907905,city,19,109.82659,0,0,0,0.0,17300,False,True
27,2020-07-01,93,BA,Coaraci,2908002,city,68,400.16477,0,3,0,0.0441,16993,False,True
27,2020-07-01,44,BA,Cocos,2908101,city,7,37.27965,0,0,0,0.0,18777,False,True
27,2020-07-01,49,BA,Conceição da Feira,2908200,city,95,420.70767,0,1,0,0.0105,22581,False,True
27,2020-07-01,48,BA,Conceição do Almeida,2908309,city,34,197.13573,0,0,0,0.0,17247,False,True
27,2020-07-01,85,BA,Conceição do Coité,2908408,city,177,265.71789,0,0,0,0.0,66612,False,True
27,2020-07-01,102,BA,Conceição do Jacuípe,2908507,city,158,476.57829,0,0,0,0.0,33153,False,True
27,2020-07-01,100,BA,Conde,2908606,city,37,143.20548,0,4,0,0.1081,25837,False,True
27,2020-07-01,44,BA,Condeúba,2908705,city,24,139.15464,0,0,0,0.0,17247,False,True
27,2020-07-01,75,BA,Coração de Maria,2908903,city,49,216.7662,0,0,0,0.0,22605,False,True
27,2020-07-01,22,BA,Cordeiros,2909000,city,1,11.60901,0,0,0,0.0,8614,False,True
27,2020-07-01,6,BA,Coribe,2909109,city,3,21.13569,0,0,0,0.0,14194,False,True
27,2020-07-01,36,BA,Coronel João Sá,2909208,city,14,88.07801,0,0,0,0.0,15895,False,True
27,2020-07-01,30,BA,Correntina,2909307,city,5,15.55839,0,0,0,0.0,32137,False,True
27,2020-07-01,2,BA,Cotegipe,2909406,city,1,7.25584,0,0,0,0.0,13782,False,True
27,2020-07-01,72,BA,Cravolândia,2909505,city,5,93.47542,0,0,0,0.0,5349,False,True
27,2020-07-01,37,BA,Crisópolis,2909604,city,8,37.9093,0,0,0,0.0,21103,False,True
27,2020-07-01,48,BA,Cristópolis,2909703,city,25,179.72682,0,0,0,0.0,13910,False,True
27,2020-07-01,69,BA,Cruz das Almas,2909802,city,89,140.73594,0,2,0,0.0225,63239,False,True
27,2020-07-01,77,BA,Curaçá,2909901,city,66,190.20173,0,0,0,0.0,34700,False,True
27,2020-07-01,65,BA,Dário Meira,2910008,city,22,205.4155,0,1,0,0.0455,10710,False,True
27,2020-07-01,94,BA,Dias d'Ávila,2910057,city,398,490.81873,0,9,0,0.0226,81089,False,True
27,2020-07-01,53,BA,Dom Basílio,2910107,city,5,40.98697,0,0,0,0.0,12199,False,True
27,2020-07-01,23,BA,Dom Macedo Costa,2910206,city,7,172.49877,0,0,0,0.0,4058,False,True
27,2020-07-01,6,BA,Elísio Medrado,2910305,city,2,24.62448,0,0,0,0.0,8122,False,True
27,2020-07-01,51,BA,Encruzilhada,2910404,city,56,329.29554,0,0,0,0.0,17006,False,True
27,2020-07-01,51,BA,Entre Rios,2910503,city,73,174.72475,0,0,0,0.0,41780,False,True
27,2020-07-01,22,BA,Érico Cardoso,2900504,city,0,,0,0,0,0.0,10610,False,True
27,2020-07-01,40,BA,Esplanada,2910602,city,38,102.04904,0,0,0,0.0,37237,False,True
27,2020-07-01,85,BA,Euclides da Cunha,2910701,city,25,41.26434,0,1,0,0.04,60585,False,True
27,2020-07-01,78,BA,Eunápolis,2910727,city,612,539.77774,0,10,0,0.0163,113380,False,True
27,2020-07-01,36,BA,Fátima,2910750,city,16,89.43544,0,0,0,0.0,17890,False,True
27,2020-07-01,5,BA,Feira da Mata,2910776,city,4,70.609,0,0,0,0.0,5665,False,True
27,2020-07-01,118,BA,Feira de Santana,2910800,city,3196,519.78298,0,48,0,0.015,614872,False,True
27,2020-07-01,32,BA,Filadélfia,2910859,city,74,451.85321,0,2,0,0.027,16377,False,True
27,2020-07-01,29,BA,Firmino Alves,2910909,city,3,53.40929,0,0,0,0.0,5617,False,True
27,2020-07-01,79,BA,Floresta Azul,2911006,city,58,545.67692,0,0,0,0.0,10629,False,True
27,2020-07-01,28,BA,Formosa do Rio Preto,2911105,city,12,46.89149,0,0,0,0.0,25591,False,True
27,2020-07-01,89,BA,Gandu,2911204,city,499,1539.98087,0,10,0,0.02,32403,False,True
27,2020-07-01,22,BA,Gentio do Ouro,2911303,city,18,160.24214,0,0,0,0.0,11233,False,True
